https://www.taptap.com/app/166949,阴阳师：妖怪屋,7.9,网易游戏,养成,阴阳师,放置,休闲,1
https://www.taptap.com/app/186437,论如何建立一个修仙门派,8.6,HydrozoaWorks,文字,模拟,修仙,模拟,2
https://www.taptap.com/app/160455,魔渊之刃,6.2,雷霆游戏,ARPG,动作,Roguelike,动作,3
https://www.taptap.com/app/58881,香肠派对,7.6,真有趣游戏,射击,吃鸡,多人,动作,4
https://www.taptap.com/app/62448,光·遇,5.7,网易游戏,唯美,治愈,RPG,角色扮演,5
https://www.taptap.com/app/35686,抽卡人生（测试版）,8.3,CannedFish Game,单机,有毒,生存,策略,6
https://www.taptap.com/app/86076,英雄棋士团,8.0,灵光游戏,策略,放置,竖屏,策略,7
https://www.taptap.com/app/159534,不朽之旅,6.3,雷霆游戏,暗黑,竖屏,放置,策略,8
https://www.taptap.com/app/187665,尸潮-无尽挑战（测试版）,7.5,SixAlloy,单机,射击,僵尸,动作,9
https://www.taptap.com/app/179371,江南百景图,7.2,椰岛游戏,经营,放置,建设,模拟,10
https://www.taptap.com/app/198876,另一个伊甸 : 超越时空的猫（测试服）,8.0,心动网络,单机,剧情,TapTap独家,角色扮演,11
https://www.taptap.com/app/176905,战魂铭人,6.5,凉屋游戏,打击感,像素,Roguelike,动作,12
https://www.taptap.com/app/71844,风暴岛（测试服）,6.7,极光计划,多人,联机,非对称竞技,冒险,13
https://www.taptap.com/app/35691,模拟城市：我是市长,6.0,北京北纬通信科技股份有限公司,经营,模拟,城市建造,休闲,14
https://www.taptap.com/app/153415,音乐世界 Cytus II,9.6,龙渊网络,付费,音游,二次元,音乐,15
https://www.taptap.com/app/70253,明日方舟,7.9,鹰角网络,塔防,二次元,养成,策略,16
https://www.taptap.com/app/198892,Beat Blade（测试服）,7.0,战吼网络,音乐,休闲,跑酷,音乐,17
https://www.taptap.com/app/2301,王者荣耀,4.7,腾讯,多人对战,MOBA,联机,动作,18
https://www.taptap.com/app/74704,古今江湖,8.3,3K独游屋,武侠,策略,卡牌,卡牌,19
https://www.taptap.com/app/73133,还有这种操作2,9.0,青豆工作室,有毒,烧脑,脑洞,知识问答,20
https://www.taptap.com/app/67396,失落城堡,8.7,雷霆游戏,联机,地牢,Steam移植,动作,21
https://www.taptap.com/app/43639,我的世界,6.4,网易游戏,联机,多人,沙盒,休闲,22
https://www.taptap.com/app/180918,人生模拟器：中国式人生（测试版）,4.5,kiwigames,模拟,养成,文字,模拟,23
https://www.taptap.com/app/59520,明日之后,4.0,网易游戏,生存,多人联机,末日,角色扮演,24
https://www.taptap.com/app/186039,无极仙途,8.7,风之力游戏,修仙,挂机,放置,角色扮演,25
https://www.taptap.com/app/70767,探灵,8.8,吉游社,恐怖,剧情,文字,文字,26
https://www.taptap.com/app/34751,元气骑士,9.6,凉屋游戏,Roguelike,像素,地牢,动作,27
https://www.taptap.com/app/10056,崩坏3,6.9,miHoYo,动作,二次元,高画质,动作,28
https://www.taptap.com/app/58885,月圆之夜,9.3,滴答工作室,卡牌,单机,Roguelike,冒险,29
https://www.taptap.com/app/130651,战双帕弥什,7.0,库洛游戏,动作,高画质,二次元,角色扮演,30
https://www.taptap.com/app/194098,嬴雪儿（测试版）,9.5,QZQ Studio,TapTap独家,解谜,单机,益智,31
